Player ID,Player Name,Filiaal Type,Filiaal Code,Aantal players 509
1827,NL_EV2150_Amsterdam_CS_TA_3,EV,2150,
1828,NL_EV2150_Amsterdam_CS_TA_4,EV,2150,
1829,NL_EV2150_Amsterdam_CS_TA_5,EV,2150,
1830,NL_EV2151_Leiden_CS_Take_Away_1,EV,2151,
1831,NL_EV2151_Leiden_CS_Take_Away_2,EV,2151,
1832,NL_EV2151_Leiden_CS_Take_Away_3,EV,2151,
1839,NL_EV2152_Utrecht_CS_Take_Away_1,EV,2152,
1844,NL_EV2152_Utrecht_CS_Take_Away_2,EV,2152,
1845,NL_EV2152_Utrecht_CS_Take_Away_3,EV,2152,
1846,NL_EV2152_Utrecht_CS_Take_Away_4,EV,2152,
1851,NL_EV2152_Utrecht_CS_Take_Away_5,EV,2152,
1852,NL_EV2153_Den_Bosch_CS_Horeca_1,EV,2153,
1853,NL_EV2153_Den_Bosch_CS_Horeca_2,EV,2153,
1856,NL_EV2157_Rotterdam_CS_Take_Away_1,EV,2157,
1857,NL_EV2157_Rotterdam_CS_Take_Away_2,EV,2157,
1858,NL_EV2157_Rotterdam_CS_Take_Away_3,EV,2157,
1859,NL_EV2157_Rotterdam_CS_Take_Away_4,EV,2157,
1860,NL_EV2157_Rotterdam_CS_Take_Away_5,EV,2157,
1861,NL_EV2158_Den_Haag_CS_Take_Away_1,EV,2158,
1862,NL_EV2158_Den_Haag_CS_Take_Away_2,EV,2158,
1864,NL_EV2158_Den_Haag_CS_Take_Away_3,EV,2158,
1865,NL_EV2158_Den_Haag_CS_Take_Away_4,EV,2158,
1866,NL_EV2193_Leidschendam_Horeca-1,EV,2193,
1868,NL_EV2193_Leidschendam_Horeca-2,EV,2193,
1869,NL_EV2193_Leidschendam_Horeca-3,EV,2193,
1877,NL_EV2220_Amsterdam_Oostpoort_TA-1,EV,2220,
1897,NL_EV2220_Amsterdam_Oostpoort_TA-2,EV,2220,
1900,NL_EV9991_Naarden_Menu1,EV,9991,
1901,NL_EV9992_Naarden_Menu1,EV,9992,
1902,NL_HEMA_HQ_NDSM_Amsterdam_Restaurant,HE,MA,
